Obs,ItemKey,ItemName,ItemHdr,XpressfeedMnemonic,ItemNameType,ItemType,ItemDesc,ItemLongDesc,DefaultKeyset,DefaultKeysetTag,FileDimKey,FileTag,ItemSeqNum,CalendarType,CalendarFreq,SASDataType,SASFieldSize,SASFormat,ItemHasDataFlg,ItemDensityFlg,ItemActiveFlg
401,401,BCTR,BCTR,BCTR,AM,IT,Benefits Ceded - Total,BCTR: Benefits Ceded - Total (Refer to your Compustat documentation for item definitions),4,FS,39,IS_ANN_FS,34,F,ANNUAL,1,8,14.4,Y,Y,N
402,402,BCTR_DC,BCTR_DC,BCTR_DC,AM,DC,Benefits Ceded - Total DC,BCTR_DC: Benefits Ceded - Total Data Code (Refer to your Compustat documentation for item definitions),4,FS,39,IS_ANN_FS,35,F,ANNUAL,2,1,$1.,Y,Y,N
403,403,BCT_DC,BCT_DC,BCT_DC,AM,DC,Benefits & Claims - Total (Insurance) DC,BCT_DC: Benefits and Claims - Total (Insurance) Data Code (Refer to your Compustat documentation for item definitions),4,FS,39,IS_ANN_FS,31,F,ANNUAL,2,1,$1.,Y,Y,N
404,404,BEGQTR,BEGQTR,N/A,NA,SF,quarterly date of earliest data (yyyy.q),quarterly date of earliest data (yyyy.q),.,N/A,-1,Multiple Files,.,,N/A,1,8,6.,Y,Y,Y
405,405,BEGYR,BEGYR,N/A,NA,SF,annual date of earliest data (yyyymmdd),annual date of earliest data (yyyymmdd),.,N/A,-1,Multiple Files,.,,N/A,1,8,4.,Y,Y,Y
406,406,BILLEXCE,BILLEXCE,BILLEXCE,AM,IT,Billings in Excess of Cost & Earnings,BILLEXCE: Billings in Excess of Cost & Earnings (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,70,F,ANNUAL,1,8,14.4,Y,Y,Y
407,407,BILLEXCEQ,BILLEXCEQ,BILLEXCEQ,AM,IT,Billings in Excess of Cost & Earnings,BILLEXCEQ: Billings in Excess of Cost & Earnings (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,42,F,QUARTERLY,1,8,14.4,Y,Y,Y
408,408,BILLEXCE_DC,BILLEXCE_DC,BILLEXCE_DC,AM,DC,Billings in Excess of Cost & Earnings DC,BILLEXCE_DC: Billings in Excess of Cost & Earnings Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,71,F,ANNUAL,2,1,$1.,Y,Y,N
409,409,BILLEXCE_FN,BILLEXCE_FN,BILLEXCE_FN,AM,FN,Billings in Excess of Cost & Earnings FN,BILLEXCE_FN: Billings in Excess of Cost & Earnings Footnote (Refer to your Compustat Documentation),1,STD,5,BAL_ANN_INDL,72,F,ANNUAL,2,4,$4.,N,N,N
410,410,BKVLPS,BKVLPS,BKVLPS,AM,IT,Book Value Per Share,BKVLPS: Book Value Per Share (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,73,F,ANNUAL,1,8,14.4,Y,Y,Y
411,411,BKVLPS_DC,BKVLPS_DC,BKVLPS_DC,AM,DC,Book Value Per Share DC,BKVLPS_DC: Book Value Per Share Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,74,F,ANNUAL,2,1,$1.,Y,Y,N
412,412,BLTBL,BLTBL,BLTBL,AM,IT,Benefits - Life - Total (Business Line),BLTBL: Benefits - Life - Total (Business Line) (Refer to your Compustat documentation for item definitions),4,FS,39,IS_ANN_FS,36,F,ANNUAL,1,8,14.4,Y,Y,N
413,413,BLTBL_DC,BLTBL_DC,BLTBL_DC,AM,DC,Benefits - Life - Total (Business Line) DC,BLTBL_DC: Benefits - Life - Total (Business Line) Data Code (Refer to your Compustat documentation for item definitions),4,FS,39,IS_ANN_FS,37,F,ANNUAL,2,1,$1.,Y,Y,N
414,414,BMII,BMII,BMII,AM,IT,Minority Interest (IA) - Op Earnings,BMII: Noncontrolling Interest - Income Account (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,22,F,ANNUAL,1,8,14.4,Y,Y,Y
415,415,BMIIQ,BMIIQ,BMIIQ,AM,IT,Minority Interest (IA) - Op Earnings,BMIIQ: Noncontrolling Interest - Income Account (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,20,F,QUARTERLY,1,8,14.4,Y,Y,Y
416,416,BMIIQ_DC,BMIIQ_DC,BMIIQ_DC,AM,DC,Minority Interest (IA) - Op Earnings DC,BMIIQ_DC: Noncontrolling Interest - Income Account Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,21,F,QUARTERLY,2,1,$1.,Y,Y,Y
417,417,BMIIY,BMIIY,BMIIY,AM,IT,Minority Interest (IA) - Op Earnings,BMIIY: Noncontrolling Interest - Income Account (Refer to your Compustat documentation for item definitions),2100,BSTD,9,BNK_YTD,14,F,YTD,1,8,14.4,Y,Y,Y
418,418,BMIIY_DC,BMIIY_DC,BMIIY_DC,AM,DC,Minority Interest (IA) - Op Earnings DC,BMIIY_DC: Noncontrolling Interest - Income Account Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,9,BNK_YTD,15,F,YTD,2,1,$1.,Y,Y,Y
419,419,BMII_DC,BMII_DC,BMII_DC,AM,DC,Minority Interest (IA) - Op Earnings DC,BMII_DC: Noncontrolling Interest - Income Account Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,23,F,ANNUAL,2,1,$1.,Y,Y,N
420,420,BOND10YR,BOND10YR,BOND10YR,AM,IT,Government Bonds - 10 Year,BOND10YR: Government Bonds - 10 Year (Refer to your Compustat documentation for item definitions),1001,CAN,30,ECIND,5,C,MONTHLY,1,8,16.4,Y,Y,Y
421,421,BOND20YR,BOND20YR,BOND20YR,AM,IT,Government Bonds - 20 Year,BOND20YR: Government Bonds - 20 Year (Refer to your Compustat documentation for item definitions),1001,CAN,30,ECIND,6,C,MONTHLY,1,8,16.4,Y,Y,Y
422,422,BOND30YR,BOND30YR,BOND30YR,AM,IT,Government Bonds - 30 Year,BOND30YR: Government Bonds - 30 Year (Refer to your Compustat documentation for item definitions),1001,CAN,30,ECIND,7,C,MONTHLY,1,8,16.4,Y,Y,Y
423,423,BRCL,BRCL,BRCL,AM,IT,Valuation Portion of Reserve for Loan Losses,BRCL: Valuation Portion of Reserve for Loan Losses (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,24,F,ANNUAL,1,8,14.4,Y,Y,N
424,424,BRCLQ,BRCLQ,BRCLQ,AM,IT,Valuation Portion of Reserve for Loan Losses,BRCLQ: Valuation Portion of Reserve for Loan Losses (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,22,F,QUARTERLY,1,8,14.4,Y,Y,N
425,425,BRCLQ_DC,BRCLQ_DC,BRCLQ_DC,AM,DC,Valuation Portion of Reserve for Loan Losses DC,BRCLQ_DC: Valuation Portion of Reserve for Loan Losses Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,23,F,QUARTERLY,2,1,$1.,Y,Y,N
426,426,BSPR,BSPR,BSPR,AM,IT,Balance Sheet Presentation,BSPR: Balance Sheet Presentation (Refer to your Compustat documentation for item definitions),1,STD,70,DES_ANN,15,F,ANNUAL,2,2,$2.,Y,Y,Y
427,427,BSPRQ,BSPRQ,BSPRQ,AM,IT,Balance Sheet Presentation,BSPRQ: Balance Sheet Presentation (Refer to your Compustat documentation for item definitions),1,STD,71,DES_QTR,13,F,QUARTERLY,2,2,$2.,Y,Y,Y
428,428,BUSDESC,BUSDESC,BUSDESC,AM,SF,Business Description,BUSDESC: S&P Business Description (Refer to your Compustat documentation for item definitions),0,ZERO,15,COMPANY,40,S,NOCAL,2,2000,$2000.,Y,Y,Y
429,429,CA,CA,CA,AM,IT,Customers' Acceptance,CA: Customers' Acceptance (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,23,F,ANNUAL,1,8,14.4,Y,Y,Y
430,430,CABGDP1,CABGDP1,CABGDP1,AM,IT,Current Account Balance (% of GDP),CABGDP1: Current Account Balance (% of GDP) (Refer to your Compustat documentation for item definitions),1001,CAN,30,ECIND,8,C,MONTHLY,1,8,16.4,Y,Y,Y
431,431,CABGDP2,CABGDP2,CABGDP2,AM,IT,Current Account Balance (% of GDP),CABGDP2: Current Account Balance (% of GDP) (Refer to your Compustat documentation for item definitions),1001,CAN,30,ECIND,9,C,MONTHLY,1,8,16.4,Y,Y,Y
432,432,CALENDARFREQ,CALENDARFREQ,Metadata,MD,MD,Calendar Frequency,Data frequency defined for each item with its file,.,N/A,-1,Multiple Files,.,,N/A,2,24,$24.,Y,Y,Y
433,433,CALENDARTYPE,CALENDARTYPE,Metadata,MD,MD,Calendar Type Code,Character code that identifies the calendar type of the data within the file.,.,N/A,-1,Multiple Files,.,,N/A,2,24,$24.,Y,Y,Y
434,434,CAPR1,CAPR1,CAPR1,AM,IT,Risk-Adj Capital Ratio - Tier 1,CAPR1: Risk-Adjusted Capital Ratio - Tier 1 (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,25,F,ANNUAL,1,8,14.4,Y,Y,Y
435,435,CAPR1Q,CAPR1Q,CAPR1Q,AM,IT,Risk-Adj Capital Ratio - Tier 1,CAPR1Q: Risk-Adjusted Capital Ratio - Tier 1 (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,43,F,QUARTERLY,1,8,14.4,Y,Y,Y
436,436,CAPR1Q_DC,CAPR1Q_DC,CAPR1Q_DC,AM,DC,Risk-Adj Capital Ratio - Tier 1 DC,CAPR1Q_DC: Risk-Adjusted Capital Ratio - Tier 1 Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,44,F,QUARTERLY,2,1,$1.,Y,Y,N
437,437,CAPR1Q_FN1,CAPR1Q_FN1,CAPR1Q_FN1,AM,FN,Risk-Adj Capital Ratio - Tier 1 FN,CAPR1Q_FN1: Risk-Adjusted Capital Ratio - Tier 1 Footnote (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,45,F,QUARTERLY,2,4,$4.,Y,Y,Y
438,438,CAPR1_FN,CAPR1_FN,CAPR1_FN,AM,FN,Risk-Adj Capital Ratio - Tier 1 FN,CAPR1_FN: Risk-Adjusted Capital Ratio - Tier 1 Footnote (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,26,F,ANNUAL,2,4,$4.,Y,Y,Y
439,439,CAPR2,CAPR2,CAPR2,AM,IT,Risk-Adj Capital Ratio - Tier 2,CAPR2: Risk-Adjusted Capital Ratio - Tier 2 (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,27,F,ANNUAL,1,8,14.4,Y,Y,Y
440,440,CAPR2Q,CAPR2Q,CAPR2Q,AM,IT,Risk-Adj Capital Ratio - Tier 2,CAPR2Q: Risk-Adjusted Capital Ratio - Tier 2 (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,46,F,QUARTERLY,1,8,14.4,Y,Y,Y
441,441,CAPR3,CAPR3,CAPR3,AM,IT,Risk-Adj Capital Ratio - Combined,CAPR3: Risk-Adjusted Capital Ratio - Combined (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,28,F,ANNUAL,1,8,14.4,Y,Y,Y
442,442,CAPR3Q,CAPR3Q,CAPR3Q,AM,IT,Risk-Adj Capital Ratio - Combined,CAPR3Q: Risk-Adjusted Capital Ratio - Combined (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,47,F,QUARTERLY,1,8,14.4,Y,Y,Y
443,443,CAPR3Q_DC,CAPR3Q_DC,CAPR3Q_DC,AM,DC,Risk-Adj Capital Ratio - Combined DC,CAPR3Q_DC: Risk-Adjusted Capital Ratio - Combined Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,48,F,QUARTERLY,2,1,$1.,Y,Y,N
444,444,CAPR3Q_FN1,CAPR3Q_FN1,CAPR3Q_FN1,AM,FN,Risk-Adj Capital Ratio - Combined FN,CAPR3Q_FN1: Risk-Adjusted Capital Ratio - Combined Footnote (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,49,F,QUARTERLY,2,4,$4.,Y,Y,Y
445,445,CAPR3_FN,CAPR3_FN,CAPR3_FN,AM,FN,Risk-Adj Capital Ratio - Combined FN,CAPR3_FN: Risk-Adjusted Capital Ratio - Combined Footnote (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,29,F,ANNUAL,2,4,$4.,Y,Y,Y
446,446,CAPRTQ_FN,CAPRTQ_FN,CAPRTQ_FN,AM,FN,Risk-Adj Capital Ratio - Total - Qtrly FN,CAPRTQ_FN: Risk-Adjusted Capital Ratio - Total - Quarterly Footnote (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,50,F,QUARTERLY,2,4,$4.,Y,Y,N
447,447,CAPS,CAPS,CAPS,AM,IT,Capital Surplus/Share Premium Reserve,CAPS: Capital Surplus/Share Premium Reserve (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,75,F,ANNUAL,1,8,14.4,Y,Y,Y
448,448,CAPSFT,CAPSFT,CAPSFT,AM,IT,Capitalized Software,CAPSFT: Capitalized Software (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,78,F,ANNUAL,1,8,14.4,Y,Y,Y
449,449,CAPSFTQ,CAPSFTQ,CAPSFTQ,AM,IT,Capitalized Software,CAPSFTQ: Capitalized Software (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,51,F,QUARTERLY,1,8,14.4,Y,Y,Y
450,450,CAPSFTQ_DC,CAPSFTQ_DC,CAPSFTQ_DC,AM,DC,Capitalized Software DC,CAPSFTQ_DC: Capitalized Software Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,52,F,QUARTERLY,2,1,$1.,Y,Y,N
451,451,CAPSFT_DC,CAPSFT_DC,CAPSFT_DC,AM,DC,Capitalized Software DC,CAPSFT_DC: Capitalized Software Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,79,F,ANNUAL,2,1,$1.,Y,Y,N
452,452,CAPSFT_FN,CAPSFT_FN,CAPSFT_FN,AM,FN,Capitalized Software FN,CAPSFT_FN: Capitalized Software Footnote (Refer to your Compustat Documentation),1,STD,5,BAL_ANN_INDL,80,F,ANNUAL,2,4,$4.,N,N,N
453,453,CAPSQ,CAPSQ,CAPSQ,AM,IT,Capital Surplus/Share Premium Reserve,CAPSQ: Capital Surplus/Share Premium Reserve (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,53,F,QUARTERLY,1,8,14.4,Y,Y,Y
454,454,CAPSQ_DC,CAPSQ_DC,CAPSQ_DC,AM,DC,Capital Surplus/Share Premium Reserve DC,CAPSQ_DC: Capital Surplus/Share Premium Reserve - Quarterly - Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,54,F,QUARTERLY,2,1,$1.,Y,Y,Y
455,455,CAPSQ_FN1,CAPSQ_FN1,CAPSQ_FN1,AM,FN,Capital Surplus/Share Premium Reserve FN,CAPSQ_FN1: Capital Surplus/Share Premium Reserve - Quarterly - Footnote (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,55,F,QUARTERLY,2,4,$4.,Y,Y,Y
456,456,CAPS_DC,CAPS_DC,CAPS_DC,AM,DC,Capital Surplus/Share Premium Reserve DC,CAPS_DC: Capital Surplus/Share Premium Reserve Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,76,F,ANNUAL,2,1,$1.,Y,Y,N
457,457,CAPS_FN,CAPS_FN,CAPS_FN,AM,FN,Capital Surplus/Share Premium Reserve FN,CAPS_FN: Capital Surplus/Share Premium Reserve Footnote (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,77,F,ANNUAL,2,4,$4.,Y,Y,Y
458,458,CAPX,CAPX,CAPX,AM,IT,Capital Expenditures,CAPX: Capital Expenditures (Refer to your Compustat documentation for item definitions),1,STD,12,CF_ANN,20,F,ANNUAL,1,8,14.4,Y,Y,Y
459,459,CAPXQX,CAPXQX,CAPXQX,NA,IT,Capital Expenditures / Index Fundamental / Quarterly,CAPXQX: Capital Expenditures (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,41,F,QUARTERLY,1,8,14.4,N,N,N
460,460,CAPXV,CAPXV,CAPXV,AM,IT,"Capital Expend Property, Plant & Equipment Schd V","CAPXV: Capital Expend Property, Plant and Equipment Schd V (Refer to your Compustat documentation for item definitions)",1,STD,12,CF_ANN,23,F,ANNUAL,1,8,14.4,Y,Y,Y
461,461,CAPXV_DC,CAPXV_DC,CAPXV_DC,AM,DC,"Capital Expend Property, Plant & Equipment Schd V DC","CAPXV_DC: Capital Expend Property, Plant and Equipment Schd V Data Code (Refer to your Compustat documentation for item definitions)",1,STD,12,CF_ANN,24,F,ANNUAL,2,1,$1.,Y,Y,N
462,462,CAPXY,CAPXY,CAPXY,AM,IT,Capital Expenditures,CAPXY: Capital Expenditures (Refer to your Compustat documentation for item definitions),1,STD,14,CF_YTD,18,F,YTD,1,8,14.4,Y,Y,Y
463,463,CAPXY_DC,CAPXY_DC,CAPXY_DC,AM,DC,Capital Expenditures DC,CAPXY_DC: Capital Expenditures Data Code (Refer to your Compustat documentation for item definitions),1,STD,14,CF_YTD,19,F,YTD,2,1,$1.,Y,Y,Y
464,464,CAPXY_FN1,CAPXY_FN1,CAPXY_FN1,AM,FN,Capital Expenditures FN,CAPXY_FN1: Capital Expenditures Footnote (Refer to your Compustat documentation for item definitions),1,STD,14,CF_YTD,20,F,YTD,2,4,$4.,Y,Y,Y
465,465,CAPX_DC,CAPX_DC,CAPX_DC,AM,DC,Capital Expenditures DC,CAPX_DC: Capital Expenditures Data Code (Refer to your Compustat documentation for item definitions),1,STD,12,CF_ANN,21,F,ANNUAL,2,1,$1.,Y,Y,N
466,466,CAPX_FN,CAPX_FN,CAPX_FN,AM,FN,Capital Expenditures FN,CAPX_FN: Capital Expenditures Footnote (Refer to your Compustat documentation for item definitions),1,STD,12,CF_ANN,22,F,ANNUAL,2,4,$4.,Y,Y,Y
467,467,CAQ,CAQ,CAQ,AM,IT,Customers' Acceptance,CAQ: Customers' Acceptance (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,56,F,QUARTERLY,1,8,14.4,Y,Y,Y
468,468,CAQ_DC,CAQ_DC,CAQ_DC,AM,DC,Customers' Acceptance DC,CAQ_DC: Customers' Acceptance Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,57,F,QUARTERLY,2,1,$1.,Y,Y,N
469,469,CA_DC,CA_DC,CA_DC,AM,DC,Customers' Acceptance DC,CA_DC: Customers' Acceptance Data Code (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,24,F,ANNUAL,2,1,$1.,Y,Y,N
470,470,CB,CB,CB,AM,IT,Compensating Balance,CB: Compensating Balance (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,81,F,ANNUAL,1,8,14.4,Y,Y,N
471,471,CBEGDT,CBEGDT,N/A,NA,SF,first date of compustat data,first date of compustat data,.,N/A,-1,Multiple Files,.,,N/A,1,8,YYMMDD10.,Y,Y,Y
472,472,CBI,CBI,CBI,AM,IT,Claims Incurred - Insurance,CBI: Claims Incurred - Insurance (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,38,F,ANNUAL,1,8,14.4,Y,Y,N
473,473,CBI_DC,CBI_DC,CBI_DC,AM,DC,Claims Incurred - Insurance DC,CBI_DC: Claims Incurred - Insurance Data Code (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,39,F,ANNUAL,2,1,$1.,Y,Y,N
474,474,CB_DC,CB_DC,CB_DC,AM,DC,Compensating Balance DC,CB_DC: Compensating Balance Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,82,F,ANNUAL,2,1,$1.,Y,Y,N
475,475,CCMIDTYPE,CCMIDTYPE,N/A,NA,SF,"Type of key for Compustat data. It is set to 1 if the data loaded is by GVKEY,","Type of key for Compustat data. It is set to 1 if the data loaded is by GVKEY, 2 if GVKEYX, and 3 if PERMNO.",.,N/A,-1,Multiple Files,.,,N/A,1,8,2.,Y,Y,Y
476,476,CDBI,CDBI,CDBI,AM,IT,Cash & Due from Banks at Interest,CDBI: Cash and Due from Banks - Interest (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,25,F,ANNUAL,1,8,14.4,Y,Y,Y
477,477,CDBIQ,CDBIQ,CDBIQ,AM,IT,Due from Banks at Interest,CDBIQ: Due from Banks at Interest (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,24,F,QUARTERLY,1,8,14.4,Y,Y,Y
478,478,CDBIQ_DC,CDBIQ_DC,CDBIQ_DC,AM,DC,Due from Banks at Interest DC,CDBIQ_DC: Due from Banks at Interest Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,25,F,QUARTERLY,2,1,$1.,Y,Y,N
479,479,CDBI_DC,CDBI_DC,CDBI_DC,AM,DC,Cash & Due from Banks at Interest DC,CDBI_DC: Cash and Due from Banks - Interest Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,26,F,ANNUAL,2,1,$1.,Y,Y,N
480,480,CDBNI,CDBNI,CDBNI,AM,IT,Cash and Due from Banks (Non-Interest),CDBNI: Cash and Due from Banks - Non Interest (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,27,F,ANNUAL,1,8,14.4,Y,Y,Y
481,481,CDBNIQ,CDBNIQ,CDBNIQ,AM,IT,Cash and Due from Banks (Noninterest),CDBNIQ: Cash and Due from Banks (Noninterest) (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,26,F,QUARTERLY,1,8,14.4,Y,Y,Y
482,482,CDBNI_DC,CDBNI_DC,CDBNI_DC,AM,DC,Cash and Due from Banks (Non-Interest) DC,CDBNI_DC: Cash and Due from Banks - Non Interest Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,28,F,ANNUAL,2,1,$1.,Y,Y,N
483,483,CDBT,CDBT,CDBT,AM,IT,Cash and Due from Banks - Total,CDBT: Cash and Due from Banks - Total (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,29,F,ANNUAL,1,8,14.4,Y,Y,Y
484,484,CDBTQ,CDBTQ,CDBTQ,AM,IT,Cash and Due from Banks - Total,CDBTQ: Cash and Due from Banks - Total (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,27,F,QUARTERLY,1,8,14.4,Y,Y,Y
485,485,CDBTQ_DC,CDBTQ_DC,CDBTQ_DC,AM,DC,Cash and Due from Banks - Total,CDBTQ_DC: Cash and Due from Banks - Total Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,28,F,QUARTERLY,2,1,$1.,Y,Y,Y
486,486,CDBTQ_FN,CDBTQ_FN,CDBTQ_FN,AM,FN,Cash and Due from Banks - Total FN,CDBTQ_FN: Cash and Due from Banks - Total Footnote (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,29,F,QUARTERLY,2,4,$4.,Y,Y,N
487,487,CDBT_DC,CDBT_DC,CDBT_DC,AM,DC,Cash and Due from Banks - Total DC,CDBT_DC: Cash and Due from Banks - Total Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,30,F,ANNUAL,2,1,$1.,Y,Y,N
488,488,CDBT_FN,CDBT_FN,CDBT_FN,AM,FN,Cash and Due from Banks - Total FN,CDBT_FN: Cash and Due from Banks - Total Footnote (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,31,F,ANNUAL,2,4,$4.,Y,Y,N
489,489,CDPAC,CDPAC,CDPAC,AM,IT,Capitalized Deferred Polcy Acquisition Costs,CDPAC: Capitalized Deferred Polcy Acquisition Costs (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,30,F,ANNUAL,1,8,14.4,Y,Y,Y
490,490,CDVC,CDVC,CDVC,AM,IT,Cash Dividends on Common Stock (Cash Flow),CDVC: Cash Dividends on Common Stock (Cash Flow) (Refer to your Compustat documentation for item definitions),1,STD,12,CF_ANN,25,F,ANNUAL,1,8,14.4,Y,Y,Y
491,491,CDVCY,CDVCY,CDVCY,AM,IT,Cash Dividends on Common Stock (Cash Flow),CDVCY: Cash Dividends on Common Stock (Cash Flow) (Refer to your Compustat documentation for item definitions),1,STD,14,CF_YTD,21,F,YTD,1,8,14.4,Y,Y,Y
492,492,CDVCY_DC,CDVCY_DC,CDVCY_DC,AM,DC,Cash Dividends on Common Stock (Cash Flow) DC,CDVCY_DC: Cash Dividends on Common Stock (Cash Flow) Data Code (Refer to your Compustat documentation for item definitions),1,STD,14,CF_YTD,22,F,YTD,2,1,$1.,Y,Y,N
493,493,CDVC_DC,CDVC_DC,CDVC_DC,AM,DC,Cash Dividends on Common Stock (Cash Flow) DC,CDVC_DC: Cash Dividends on Common Stock (Cash Flow) Data Code (Refer to your Compustat documentation for item definitions),1,STD,12,CF_ANN,26,F,ANNUAL,2,1,$1.,Y,Y,N
494,494,CDVC_FN,CDVC_FN,CDVC_FN,AM,FN,Cash Dividends on Common Stock (Cash Flow) FN,CDVC_FN: Cash Dividends on Common Stock (Cash Flow) Footnote (Refer to your Compustat documentation for item definitions),1,STD,12,CF_ANN,27,F,ANNUAL,2,4,$4.,Y,Y,Y
495,495,CEIEXBILL,CEIEXBILL,CEIEXBILL,AM,IT,Cost & Earnings in Excess of Billings,CEIEXBILL: Cost & Earnings in Excess of Billings (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,83,F,ANNUAL,1,8,14.4,Y,Y,Y
496,496,CEIEXBILLQ,CEIEXBILLQ,CEIEXBILLQ,AM,IT,Cost & Earnings in Excess of Billings,CEIEXBILLQ: Cost & Earnings in Excess of Billings (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,58,F,QUARTERLY,1,8,14.4,Y,Y,Y
497,497,CEIEXBILLQ_FN,CEIEXBILLQ_FN,CEIEXBILLQ_FN,AM,FN,Cost & Earnings in Excess of Billings FN,CEIEXBILLQ_FN: Cost & Earnings in Excess of Billings Footnote (Refer to your Compustat Documentation),1,STD,6,BAL_QTR,59,F,QUARTERLY,2,4,$4.,Y,Y,Y
498,498,CEIEXBILL_DC,CEIEXBILL_DC,CEIEXBILL_DC,AM,DC,Cost & Earnings in Excess of Billings DC,CEIEXBILL_DC: Cost & Earnings in Excess of Billings Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,84,F,ANNUAL,2,1,$1.,Y,Y,N
499,499,CEIEXBILL_FN,CEIEXBILL_FN,CEIEXBILL_FN,AM,FN,Cost & Earnings in Excess of Billings FN,CEIEXBILL_FN: Cost & Earnings in Excess of Billings Footnote (Refer to your Compustat Documentation),1,STD,5,BAL_ANN_INDL,85,F,ANNUAL,2,4,$4.,Y,Y,Y
500,500,CENDDT,CENDDT,N/A,NA,SF,last date of compustat data,last date of compustat data,.,N/A,-1,Multiple Files,.,,N/A,1,8,YYMMDD10.,Y,Y,Y
501,501,CEOSO,CEOSO,CEOSO,AM,IT,Chief Executive Officer SOX Certification,CEOSO: Chief Executive Officer SOX Certification (Refer to your Compustat documentation for item definitions),14,STD1,2,CCM_AAUDIT,11,F,ANNUAL,2,1,$1.,Y,Y,Y
